매물명,분류,매물번호,방향,해당층,총층,방수,욕실수,총주차대수,총세대수,준공년월
고덕롯데캐슬베네루체 719동,아파트,2060747346,남,고,17,3,2,2019.12.
고덕롯데캐슬베네루체 713동,아파트,2060766608,-,저,29,3,2,2019.12.
연립,빌라/연립,2059634868,-,3,4,2,1,5,5,2008.01.
연립,빌라/연립,2059648414,-,3,3,2,1,1,-,
연립 성우스타팰리스,빌라/연립,2059649044,남서,8,11,2,1,1,40,
빌라 미성빌라,빌라/연립,2059691131,동,3,5,3,1,11,15,2001.12.
빌라 초동빌라,빌라/연립,2059655317,-,1,2,,,-,-,
빌라 리라빌라,빌라/연립,2059644370,-,2,2,2,1,2,-,1990.12.
빌라,빌라/연립,2059651735,남,4,6,2,1,1,10,2015.05.
연립 태성빌라,빌라/연립,2059635174,-,3,5,2,1,8,8,2008.10.
연립 리라아트빌라,빌라/연립,2059627599,-,3,3,2,1,4,12,1992.08.
빌라 미래아트빌,빌라/연립,2059671071,남,2,5,3,2,8,8,2008.04.
빌라,빌라/연립,2059638145,-,4,5,,,1,-,
,,,,,,
,,,,,,
단지내상가,상가점포,2059635327,2,2,6,2009.03.
래미안솔베뉴 101동,아파트,2059617222,남,11,35,3,2,2019.06.
강동디앤써밋(도시형) 101동,아파트,2059565043,-,10,13,2,1,2019.05.
명일LG 101동,아파트,2059006708,남동,13,23,3,2,1999.12.
빌라 참고은빌2,빌라/연립,2059543084,남,2,5,2,1,7,8,2012.01.
다가구,단독/다가구,2059612463,-,20,8,4,8,
빌라 청호센스빌,빌라/연립,2059195095,북,3,5,3,2,6,8,2002.10.
빌라 대신빌라,빌라/연립,2059574619,-,5,5,2,1,6,8,2002.11.
동아2차 1동,아파트,2059565440,-,6,14,3,1,1996.10.
둔촌푸르지오 105동,아파트,2058943229,남,4,23,3,2,2010.03.
빌라,빌라/연립,2059541531,남,4,5,3,1,1,10,2002.09.
빌라,빌라/연립,2059542688,남,6,6,2,1,1,10,2015.06.
강동디앤써밋(도시형) 101동,아파트,2059564578,-,11,13,2,1,2019.05.
빌라 아름누리,빌라/연립,2059541158,동,2,5,3,1,1,-,2014.11.
빌라 헤렌하임,빌라/연립,2059610455,-,6,6,2,1,7,-,2015.05.
빌라 동은아트빌라,빌라/연립,2059572414,남,4,5,3,1,8,10,2002.09.
빌라,빌라/연립,2059574864,남,4,6,2,1,13,14,1997.04.
현대1차 11동,아파트,2059010047,동,10,11,3,1,1984.11.
다가구,단독/다가구,2059612302,남,3,2,2,-,
고덕센트럴아이파크 506동,아파트,2060794928,남,저,29,3,2,2019.12.
고덕롯데캐슬베네루체 709동,아파트,2060796391,남서,중,29,3,2,2019.12.
래미안강동팰리스 103동,주상복합,2060738243,북동,고,45,3,1,2017.07.
,,,,,,
,,,,,,
고덕숲아이파크 103동,아파트,2060765942,남서,고,22,3,2,2018.03.
,,,,,,
고덕그라시움 107동,아파트,2060754972,-,고,21,3,2,2019.09.
고덕아르테온 324동,아파트,2060738634,남,중,13,3,2,2020.02.
고덕숲아이파크 102동,아파트,2060766672,남동,중,25,3,2,2018.03.
SK허브진 1동,주상복합,2060757609,-,중,15,2,1,2004.10.
래미안강동팰리스 101동,주상복합,2060741659,남서,고,44,3,2,2017.07.
,,,,,,
강동역신동아파밀리에 1102동,주상복합,2060756996,남,저,41,4,2,2015.07.
,,,,,,
래미안강동팰리스 103동,주상복합,2060734163,남,저,45,3,2,2017.07.
강동역신동아파밀리에 1101동,주상복합,2060756634,남동,중,41,4,2,2015.07.
고덕숲아이파크 109동,아파트,2060766433,남,고,23,3,2,2018.03.
고덕숲아이파크 108동,아파트,2060765482,남서,고,25,3,2,2018.03.
고덕센트럴아이파크 502동,아파트,2060793684,남,저,29,3,2,2019.12.
래미안강동팰리스 102동,주상복합,2060733876,남,고,44,3,2,2017.07.
래미안강동팰리스 101동,주상복합,2060738876,남,고,44,3,2,2017.07.
대우한강베네시티 102동,오피스텔,2060287489,북동,중,8,1,1,2007.03.
대동피렌체리버 101동,오피스텔,2060365292,서,저,14,1,1,2004.06.
청호뜨레피움퍼스트 1동,아파트,2060561487,남,9,9,3,1,2016.12.
고덕아르테온 334동,아파트,2060580954,남서,16,21,3,2,2020.02.
강동롯데캐슬퍼스트 128동,아파트,2060599545,남,중,34,4,2,2008.09.
빌라,빌라/연립,2060621211,-,11,13,1,1,30,56,2018.03.
,,,,,,
한화오벨리스크스위트 1동,오피스텔,2059000369,남,14,15,3,2,2005.10.
고덕센트럴아이파크 507동,아파트,2059283619,남,19,26,3,2,2019.12.
동방 1동,아파트,2058790139,북동,6,9,3,1,1995.08.
둔촌푸르지오 101동,아파트,2058700026,남동,15,24,3,2,2010.03.
둔촌푸르지오 106동,아파트,2059196440,동,15,25,3,2,2010.03.
현대1차 10동,아파트,2059248273,남,3,14,3,1,1984.11.
삼익그린맨션2차 507동,아파트,2059248848,남,6,15,3,2,1983.12.
,,,,,,
우성(356) 102동,아파트,2059098010,남,2,8,3,2,2004.02.
상가건물,상가건물,2059418736,-,
삼익그린맨션2차 501동,아파트,2059252314,남,3,15,3,1,1983.12.
현대1차 12동,아파트,2059247813,남,8,14,3,1,1984.11.
빌라 지하우스,빌라/연립,2058851320,남동,3,6,2,1,24,30,2016.10.
,,,,,,
고덕아르테온 305동,아파트,2060595998,남,고,15,3,2,2020.02.
고덕그라시움 112동,아파트,2060551334,남서,고,22,3,2,2019.09.
하이브(도시형) 1동,아파트,2060624721,북동,중,16,1,1,2013.02.
고덕센트럴아이파크 513동,아파트,2060588791,남,고,28,3,2,2019.12.
,,,,,,
고덕래미안힐스테이트 307동,아파트,2060736183,남서,중,30,3,2,2016.12.
강일리버파크8단지 801동,아파트,2060552806,남,중,14,3,2,2009.03.
오앤하우스 1동,오피스텔,2060590426,서,고,6,1,1,2014.07.
고덕센트럴아이파크 508동,아파트,2060561252,남,중,26,3,2,2019.12.
고덕그라시움 115동,아파트,2060572290,남서,고,20,3,2,2019.09.
대형사무실,사무실,2060728403,3,7,-,40,2003.01.
강동역신동아파밀리에 1101동,주상복합,2060739174,-,저,41,4,2,2015.07.
둔촌푸르지오 101동,아파트,2060559734,남동,저,24,3,2,2010.03.
천호e-편한세상 102동,아파트,2060766640,남,중,13,3,2,2005.10.
고덕그라시움 126동,아파트,2060568117,남동,저,21,3,2,2019.09.
하이브(도시형) 1동,아파트,2060627796,남,고,16,1,1,2013.02.
고덕그라시움 114동,아파트,2060552422,남서,저,20,3,2,2019.09.
고덕그라시움 143동,아파트,2060553120,남동,고,21,3,2,2019.09.
고덕센트럴아이파크 511동,아파트,2060602643,남서,고,18,3,2,2019.12.
코오롱1차 101동,아파트,2060535094,-,저,20,3,1,1999.05.
고덕숲아이파크 113동,아파트,2060505380,남동,고,10,3,2,2018.03.
둔촌푸르지오 105동,아파트,2060363151,남동,저,23,3,2,2010.03.
,,,,,,
빌라 스타팰리스,빌라/연립,2060295406,-,3,5,,,-,14,2011.12.
고덕그라시움 118동,아파트,2060375362,남동,30,30,3,2,2019.09.
강동역신동아파밀리에 1101동,주상복합,2060495856,남,중,41,3,2,2015.07.
,,,,,,
,,,,,,
SK허브진 1동,주상복합,2060545502,남,저,15,3,1,2004.10.
올림픽파크플러스 1동,아파트,2060338525,남,중,11,4,2,2002.01.
,,,,,,
고덕롯데캐슬베네루체 709동,아파트,2060548155,남서,저,29,3,2,2019.12.
고덕그라시움 101동,아파트,2060372230,남동,15,35,4,3,2019.09.
"다성이즈빌(169-6,도시형) 1동",아파트,2060531094,북서,고,12,1,1,2018.07.
고덕센트럴아이파크 501동,아파트,2060116074,남서,중,22,3,2,2019.12.
고덕그라시움 119동,아파트,2060549351,남서,고,27,3,2,2019.09.
래미안강동팰리스 102동,주상복합,2060492989,남서,중,44,3,2,2017.07.
래미안솔베뉴 101동,아파트,2060767405,남동,22,35,3,2,2019.06.
래미안솔베뉴 102동,아파트,2060775316,남,22,35,3,2,2019.06.
빌라 한영아르떼,빌라/연립,2059225973,남,5,6,3,2,5,10,2016.05.
빌라,빌라/연립,2059286360,동,9,10,2,1,25,20,
,,,,,,
고덕아르테온 309동,아파트,2060756590,남,15,25,3,2,2020.02.
,,,,,,
선사현대 103동,아파트,2059270404,남서,12,25,3,1,2000.06.
프라이어팰리스 101동,아파트,2060767018,남동,11,19,3,2,2007.07.
길동신동아4차 101동,아파트,2059070665,남,4,12,3,2,1999.11.
단지내상가,상가점포,2059214779,2,2,20,
빌라,빌라/연립,2059290915,남,5,5,2,1,1,-,2012.01.
빌라 카리스빌,빌라/연립,2059283789,-,2,5,2,1,8,10,2010.01.
단지내상가,상가점포,2059219529,2,2,10,
,,,,,,
성안마을청구 102동,아파트,2059296356,남동,7,23,3,2,2002.07.
명일중앙하이츠 1동,아파트,2059193257,남,중,13,3,2,1992.05.
빌라,빌라/연립,2059220728,-,2,6,2,1,1,-,2016.01.
빌라 강남리치빌,빌라/연립,2059224522,북서,4,6,2,1,7,14,2015.11.
빌라 삼성월드빌,빌라/연립,2059240698,남동,5,5,2,1,6,-,2002.01.
빌라 로얄하우스빌 B동,빌라/연립,2059274021,-,2,4,3,2,3,-,2016.04.
빌라,빌라/연립,2059268532,남,3,6,3,2,12,15,2015.10.
연립,빌라/연립,2058726009,남,5,5,3,1,6,6,2003.10.
명일LG 101동,아파트,2058994766,남동,1,23,3,2,1999.12.
더존예가(167-120) 1동,오피스텔,2059016727,동,2,5,3,2,2016.09.
빌라,빌라/연립,2057262878,남,2,6,3,1,12,-,2019.05.
연립,빌라/연립,2058720169,남,5,5,3,1,6,6,2003.10.
현대1차 14동,아파트,2058983814,남,4,13,3,1,1984.11.
래미안강동팰리스 102동,주상복합,2058772317,남,42,44,3,2,2017.07.
서희스타힐스 1동,오피스텔,2059042857,남,8,17,1,1,2012.08.
빌라 보성빌라,빌라/연립,2060561349,남,-1,4,2,1,5,10,1992.08.
,,,,,,
래미안강동팰리스 102동,주상복합,2060535411,-,중,44,3,2,2017.07.
래미안강동팰리스 102동,주상복합,2060590274,북동,8,44,3,2,2017.07.
고덕아이파크 110동,아파트,2060566887,남,고,17,3,2,2011.12.
빌라,빌라/연립,2060543168,남,2,3,3,1,1,6,
경지아리움 1동,오피스텔,2060599637,서,고,16,1,1,2019.06.
센트로빌 1동,주상복합,2060619330,남,고,7,3,1,2003.11.
