"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"서울특별시 도봉구 방학동","713","0713","0000","브라운스톤방학아파트","84.9","200511","1","17,100","17","2003","도봉로146길 36"
