atclNo,cortarNo,rletTpCd,tradTpCd,flrInfo,prc,spc1,spc2,direction,lat,lng,atclFetrDesc,tagList,rltrNm
2060530433,1111014700,D02,A1,1/1,115000,62,62,,37.578649,126.985715,한옥카페 등,"['역세권', '1층']",운현궁sk공인중개사사무소
2060386380,1111018300,C03,A1,2/-1,600000,936,384,남향,37.614853,126.974098,평창동 최고의 위치에 있는 고급주택 매매,"['방네개이상', '화장실네개이상', '주차가능']",태영공인중개사사무소
2060284717,1111012400,A02,A1,중/13,31000,62,37,동향,37.572513,126.981821,조용한 정원쪽 귀한매물,"['25년이내', '역세권', '화장실한개']",광화문부동산
2060507193,1111014200,D04,A1,1/0,68000,49,23,,37.5802,126.981677,"복촌소격동 한옥마을 한옥상가, 임대및 작업실,공방,까페,기타",[],한양공인중개사사무소
2056628563,1111012600,D02,A1,2/20,220000,222,121,,37.570464,126.97985,전용 52p 광화문 권 관공서 공기업 대기업 초밀집 직장인 수십만 최중심,"['역세권', '엘리베이터', '천장에어컨', '보안']",르.메이에르공인
2060312614,1111012400,A03,A1,중/18,38000,57,43,남동향,37.57513,126.981231,서머셋 80여채 매매중개 12년 노하우 상세. 정확. 합리적 설명,"['25년이내', '역세권', '소형평수']",코리아랜드공인중개사
2060298308,1111011800,A02,A1,중/16,64000,131,71,남향,37.573918,126.972383,중형사무용 원룸형태 10명내외근무공간 임대안고매매  주차1대무료,"['25년이내', '역세권', '화장실한개', '방한개']",행운공인중개사사무소
2060279119,1111017500,A01,A1,저/18,85000,83,59,동향,37.575709,127.020857,"보증금15000월세100안고 사실분 지하철1.2호선 ,경전철 2분거리임,","['15년이내', '역세권', '방세개', '화장실두개']",LG공인중개사사무소
2060345605,1111011500,A03,A1,저/14,135000,130,108,남향,37.574313,126.969061,밝은 남향 인기많은 구조 세안고 매매,"['15년이내', '역세권', '방세개', '화장실두개']",풍림스페이스공인
2056817566,1111016500,C02,A1,2/5,55500,64,55,,37.57789,127.004768,신축 시스템에어컨 붙박이장설치됨  혜화역 도보7분 버스정류장5분,"['2년이내', '방세개', '화장실두개', '붙박이장']",대우공인중개사사무소
